"제어번호","제목","저자","발행처","발행년도","ISBN번호","분류기호","대출횟수"
"000001517861","작은 변화에도 걱정이 많아지는 예비 엄마들에게","전종관 지음","시공사","2021","9791165797140","5","3"
"000001623902","작은 캠핑, 다녀오겠습니다 :?가벼워서 더 좋은 처음 캠핑 안내서","생활모험가 지음","휴머니스트","2021","9791160807080","6","3"
"000001399294","잘 쉬는 기술 :어떻게 쉬어야 할지 모르는 사람들을 위한 최고의 휴식법 10가지","클라우디아 해먼드 지음","웅진씽크빅 : 웅진지식하우스","2020","9788901245263","5","3"
"000001396060","잠든 당신의 뇌를 깨워라 :기적의 치매 예방?치료법 =Reset your brain","황성혁","북앤에듀 : 에스앤씨퍼블리싱","2020","9791155901410","5","3"
"000001611021","잠의 쓸모 :밤의 주인, 수면이 궁금하다면","뮈리엘 플로랭 글","풀빛","2022","9791161728544","4","3"
"000001627950","장야 :묘니 장편소설 .夜 1","묘니 지음","메타노블: 사이웍스","2023","9791197179181","8","3"
"000001627951","장야 :묘니 장편소설 .夜 2","묘니 지음","메타노블: 사이웍스","2023","9791197179174","8","3"
"000001632288","장야 :묘니 장편소설 .夜 4","묘니 지음","메타노블: 사이웍스","2023","9791198301017","8","3"
"000000989163","장욱진, 나는 심플하다","최종태 지음","김영사","2017","9788934977599","6","3"
"000001411337","재경양반 파평윤씨 :고려 이후 정치 엘리트 충원의 사례연구","윤정석 지음","나녹","2014","9788994940212","9","3"
"000001622290","재택학습력 :혼공이 어려운 초중등생을 위한 가정학습법 : 상위 1% 공부 습관의 비밀","허준석","그리고책: 이밥차","2021","9791191923001","3","3"
"000001554612","전기전자공학개론 :7th edition","Giorgio Rizzoni","맥그로힐에듀케이션코리아","2022","9791132110903","5","3"
"000001634474","전쟁과 죄책 :일본 군국주의 전범들을 분석한 정신과 의사의 심층 보고서","노다 마사아키 지음","또다른우주","2023","9791198127990","3","3"
"000000768108","전쟁은 여자의 얼굴을 하지 않았다","스베틀라나 알렉시예비치 지음","문학동네","2015","9788954637954","9","3"
"000001508023","젊은 ADHD의 슬픔 :정지음 에세이","정지음 지음","민음사","2021","9788937472114","5","3"
"000001611279","젊은 남자","아니 에르노 지음","레모","2023","9791191861198","8","3"
"000001318489","제국대학의 조센징 :대한민국 엘리트의 기원, 그들은 돌아와서 무엇을 하였나?","정종현 지음","Humanist(휴머니스트)","2019","9791160802726","9","3"
"000001615779","제대로 걸으면 아프지 않습니다 :재활운동 전문가가 알려주는 통증이 사라지는 걷기 운동의 모든 것","송영민 지음","빌리버튼","2022","9791191228991","5","3"
"000001611401","제주 사람 허계생 :한사람 생활사","허계생 말","한그루","2022","9791168670693","9","3"
"000001626131","제주북쪽(한국의땅과사람에관한이야기-대한민국도슨트9)","현택훈","21세기북스","2021","9788950996840","9","3"
"000001374160","조리 도구의 세계 :행복하고 효율적인 요리 생활을 위한 콤팩트 가이드","이용재 지음","반비","2020","9791190403917","5","3"
"000001477853","조선왕조실록을 보다 :이미지와 스토리텔링의 조선사 여행 .1 ,태조~중종","박찬영 지음","리베르스쿨","2021","9788965822844","9","3"
"000001621251","조울병에 대한 거의 모든 것","바이폴라포럼, 박원명, 손인기, 임은성, 홍정완","시그마북스","2021","9791191307559","5","3"
"000001329698","종의 기원","찰스 다윈 [지음]","사이언스북스","2019","9791189198862","4","3"
"000000005946","종이 여자 :기욤 뮈소 장편소설","기욤 뮈소 지음","밝은세상","2011","9788984371071","8","3"
"000001505994","좋아하는 것 찾는 법","다카이 요시카즈 글?그림","북뱅크","2021","9788966351190","0","3"
"000001610923","좋은 사람이 좋은 말을 한다 :진심을 전하고 공감을 만드는 40가지 말의 철학","김준호 지음","포르체","2022","9791192730110","1","3"
"000001625379","좋은 아빠 혁명","강은정","라온북","2022","9791192072432","3","3"
"000001626117","주방에서시작하는가드닝","케이티엘저피터스","지금이책","2021","9791188554492","5","3"
"000001622633","주소 이야기 :거리 이름에 담긴 부와 권력, 정체성에 대하여","디어드라 마스크 지음","민음사","2021","9788937413919","9","3"
"000001621235","죽을 때까지 건강하게 살고 싶어서(주 2회 1일 1시간)","브라이언트 존슨","부키","2020","9788960517851","5","3"
"000001303915","죽음 :베르나르 베르베르 장편소설 .2","베르나르 베르베르 지음","열린책들","2019","9788932919683","8","3"
"000000030425","중국어 한자의 어원","조선탁 지음","지식과교양","2011","9788994955278","7","3"
"000001590490","중국은 어떻게 실패하는가 :미중 패권 대결 최악의 시간이 온다","마이클 베클리","부키","2023","9788960519695","3","3"
"000001542691","중대재해처벌법 =Serious accident punishment act","정진우 지음","중앙경제","2022","9788970174877","5","3"
"000001582208","중동전쟁 :전쟁이 끝나면 정치가 시작된다","임용한","R(레드리버): 북이십일","2022","9788950942977","9","3"
"000001620766","중세를 오해하는 현대인에게","남종국","서해문집","2021","9791192085036","9","3"
"000001628982","중학생의 한자는 다르다 :공부 무기가 되는 단어 유추의 힘!","권승호 지음","블루무스","2023","9791191426878","7","3"
"000001631349","쥬라기 헌트 [비디오녹화자료]","행크 브랙스턴 감독","비디오여행 [제작/판매]","2023","","6","3"
"000001624405","지구 닦는 황대리","황승용","더숲","2022","9791190357968","5","3"
"000001620295","지구 평화를 향한 탐구","이케다 다이사쿠, 로트블랫","중앙books(중앙북스)","2020","9788927811527","3","3"
"000001623994","지구는 괜찮아, 우리가 문제지","곽재식","어크로스","2022","9791167740342","5","3"
"000001542690","지구는 괜찮아, 우리가 문제지 :곽재식의 기후 시민 수업","곽재식 지음","어크로스: 어크로스출판그룹","2022","9791167740342","5","3"
"000001622281","지구는 괜찮아, 우리가 문제지 :곽재식의 기후 시민 수업","곽재식 지음","어크로스: 어크로스출판그룹","2022","9791167740342","5","3"
"000001620475","지구를 위한다는 착각","마이클 셸런버거","부키","2021","9788960518612","3","3"
"000001625436","지구를 위해 달려라, 미래 에너지","정윤선","우리학교","2022","9791167550828","5","3"
"000001624289","지구를 위해 모두가 채식할 수는 없지만","하루치","판미동","2022","9791170520870","5","3"
"000001620496","지구를 위해 모두가 채식할 수는 없지만","하루치","판미동","2022","9791170520870","5","3"
"000001620543","지구의 절반","에드워드 오스본 윌슨","사이언스북스","2017","9788983718488","4","3"
"000001543160","지극히 사적인 네팔 :섞이지 않지만 밀어내지도 않는 사람들","수잔 샤키야","틈새책방","2022","9791188949380","3","3"
"000001171974","지금 이 순간 :깨어 있는 삶을 살기","레너드 제이콥슨 지음","침묵의 향기","2012","9788989590095","2","3"
"000000111341","지금 이 순간을 살아라","에크하르트 톨레 지음","양문","2008","9788987203959","2","3"
"000000712351","지금 이대로 괜찮은 당신 :가장 아름다운 시절 지금 당신의 이야기","양양","이야기나무","2015","9791185860053","8","3"
"000001620253","지랄발랄 하은맘의 불량육아","김선미","알에이치코리아(RHK)","2020","9788925536781","5","3"
"000001625552","지브리 스튜디오에선 무슨 일이?","마이클 리더, 제이크 커닝햄","애플트리태일즈","2022","9791192058016","6","3"
"000001522588","지속가능한 나이듦 :노년의 질병, 어떻게 대비할 것인가","정희원 지음","두리반","2021","9791188719167","3","3"
"000001027520","지장경을 읽는 즐거움","정현 지음","민족사","2017","9788998742904","2","3"
"000000693164","지적 대화를 위한 넓고 얕은 지식 ,철학, 과학, 예술, 종교, 신비 편","채사장 지음","한빛비즈","2015","9788994120997","0","3"
"000000972712","지적 대화를 위한 넓고 얕은 지식 .[2] ,역사, 경제, 정치, 사회, 윤리 편","채사장 지음","한빛비즈","2014","9788994120966","0","3"
"000001413099","지정학의 힘 :시파워와 랜드파워의 세계사","김동기 지음","아카넷","2020","9788957337103","3","3"
"000001485693","지하철 사고에서 살아남기 .2 =Survival on the subway","곰돌이 co. 글","Mirae N 아이세움 : 미래엔","2020","9791164136247","4","3"
"000001372941","진리는 바로 지금 바로 여기 있다 :진정한 나를 찾아가는, 여정의 지침서","관음 지음","북랩","2019","9791162999974","1","3"
"000001629100","진리의 기독교 :회의하는 그리스도인과 진리를 찾는 구도자들을 위하여","노먼 가이슬러","좋은씨앗","2023","9788958743880","2","3"
"000000738555","진술분석 :실제 사례를 통한 숨겨진 진실과 정의 찾기","김종률 저","학지사","2010","9788963304588","3","3"
"000001526328","집다운 집 :내가 살 집을 선택하는 특별한 기준","송멜로디","Arte(아르테)","2019","9788950983963","5","3"
"000001626359","집합론 입문 =Introduction to set theory","곽지이","경문사","2023","9791160736106","4","3"
"000000088516","차이나타운 [DVD녹화자료] =Chinatown","로만 폴랜스키 감독","새롬엔터테인먼트","2001","","6","3"
"000001044456","차이의 정치와 정의","아이리스 매리언 영 지음","모티브북","2017","9788991195592","3","3"
"000001047813","참을 수 없는 존재의 가벼움","밀란 쿤데라 [지음]","민음사","2011","9788937484063","8","3"
"000000827283","창백한 푸른 점","칼 세이건 [지음]","사이언스북스","2001","9788983719201","4","3"
"000001631267","창조적 행위 :존재의 방식","릭 루빈 지음","코쿤북스","2023","9791197831744","6","3"
"000001508377","채권각론","김상용 저","화산미디어","2021","9791159770517","3","3"
"000001610717","채권법 :이론?사례?판례","김준호 저","法文社","2023","9788918913506","3","3"
"000001621200","채소는 따뜻하게 먹습니다","쓰쓰미 히토미","좋은생각","2021","9791187033738","5","3"
"000001564138","책 먹는 여우의 여름 이야기","프란치스카 비어만 글?그림","주니어김영사: 김영사","2022","9788934951056","8","3"
"000001625381","책 읽기 싫어하는 초등생을 위한 공감 독서법","진정용","서사원","2022","9791168220522","0","3"
"000001622234","책을 불태우다 :고대 알렉산드리아부터 디지털 아카이브까지, 지식 보존과 파괴의 역사","리처드 오벤든 지음","책과함께","2022","9791191432336","0","3"
"000001626075","책의사전-읽는사람이알아두면쓸모있는신통한잡학","표정훈","유유","2021","9791167700049","0","3"
"000001591927","챗GPT :기회를 잡는 사람들","장민 지음","알투스","2023","9791186116395","3","3"
"000001590510","챗GPT :마침내 찾아온 특이점 : 2023 전 세계를 뒤흔든 빅이슈의 탄생","반병현 지음","생능북스: 생능출판사","2023","9791192932057","3","3"
"000001591147","챗GPT 세계미래보고서 :새로운 부의 기회는 어떻게 오는가","박영숙","더블북","2023","9791198077493","3","3"
"000001591988","챗GPT 혁명 :산업과 투자의 지형을 뒤흔드는 인공지능의 진화","권기대 지음","베가북스","2023","9791192488271","3","3"
"000001633428","챗GPT 활용 영어 공부 :서울과학고 영작문 수업","윤근식 지음","포르체","2023","9791192730684","7","3"
"000001611524","챗GPT4 제대로 알고 써먹자 :아빠가 아들에게 들려주는 챗GPT 이야기","이준호 지음","평단","2023","9788973435548","3","3"
"000001637459","처음 떠나는 프랑스 와인 여행","프랑수아 바슐로 지음, 뱅상 뷔르종 그림, 김모 옮김, 양진원 감수","반니","    ","9791167961181","6","3"
"000001460561","처음 만나는 피그마 :설계부터 협업까지 올인원 UX/UI 제작 툴","송아미 지음","인사이트","2020","9788966262830","0","3"
"000000152297","천 번을 흔들려야 어른이 된다 :세상에 첫발을 내디딘 어른아이에게","김난도 지음","오우아","2012","9788954618984","1","3"
"000001527018","천 번의 죽음이 내게 알려준 것들 :호스피스 의사가 전하는 삶과 죽음에 관한 이야기","김여환 지음","포레스트북스: 콘텐츠그룹 포레스트","2021","9791191347586","1","3"
"000001619846","천관사복 :묵향동후 장편소설 .1","묵향동후 지음","디앤씨미디어","2022","9791127864545","8","3"
"000001626281","천관사복 :묵향동후 장편소설 .2","묵향동후 지음","디앤씨미디어: B Lab","2022","9791127864552","8","3"
"000001627528","천관사복 :묵향동후 장편소설 .4","묵향동후 지음","B Lab: 디앤씨미디어","2022","9791127864576","8","3"
"000001627529","천관사복 :묵향동후 장편소설 .5","묵향동후 지음","B Lab: 디앤씨미디어","2022","9791127864583","8","3"
"000001627530","천관사복 :묵향동후 장편소설 .6","묵향동후 지음","B Lab: 디앤씨미디어","2022","9791127864590","8","3"
"000001629527","천관사복 :묵향동후 장편소설 .7","묵향동후 지음","B Lab: 디앤씨미디어","2022","9791127864606","8","3"
"000001629528","천관사복 :묵향동후 장편소설 .8","묵향동후 지음","B Lab: 디앤씨미디어","2022","9791127864613","8","3"
"000001397061","천룡팔부 :김용 대하역사무협 .8 ,인생무상","김용 지음","김영사","2020","9788934991229","8","3"
"000001358669","천재소독비 .16","지에모 지음","파란썸: 파란미디어","2019","9788963717005","8","3"
"000001485274","천재소독비 .27 ,완결","지에모 지음","파란썸: 파란미디어","2020","9788963717487","8","3"
"000001485275","천재소독비 .[28] ,외전: 첫눈에 반하다","지에모 지음","파란썸: 파란미디어","2020","9788963717494","8","3"
"000001620374","철학을 하지 않는 닭","강국진","봄풀출판","2017","9788993677942","1","3"
"000000755369","철학의 힘 :만족 없는 삶에 던지는 21가지 질문","김형철 지음","위즈덤하우스","2015","9788960868106","1","3"
"000001627464","철학자의 걷기 수업 :두 발로 다다르는 행복에 대하여","알베르트 키츨러 지음","푸른숲","2023","9791156754145","1","3"
"000001620273","청년을 위한 정치는 없다","라종일, 현종희, 라경수, 이나미, 이상호, 이현출, 허태회, 황인수","루아크","2022","9791188296545","3","3"
"000000035687","체호프 희곡 전집 .2 ,이바노프, 갈매기, 세 자매","체홉 저","연극과인간","2006","9788989075165","8","3"
"000001625367","초등 공부는 잘 읽는 것만으로 충분합니다","오지영","카시오페아","2022","9791168270763","3","3"
"000001622238","초등 매일 독서의 힘 :'읽는 중학생'을 만드는 초등의 책 읽기","이은경 지음","한빛라이프","2022","9791190846318","0","3"
"000001620442","초등 자기조절능력의 힘","신동원","길벗","2021","9791165216023","5","3"
"000001625355","초등강점 집공부","진향숙","유아이북스","2023","9791163220848","3","3"
"000001637518","초등학생을 위한 지식습관 7: 곤충30","애나 클레이본","아울북","2022","9788950903909","0","3"
"000001623740","초보 엄마 잡학사전","권한울","이룩북스","2022","9791197833502","5","3"
"000001515352","초콜릿","소피 라로쉬 지음","머스트비","2021","9791160341461","8","3"
"000001634752","총, 선, 펜 :전쟁과 헌법, 그리고 근대 세계의 형성","린다 콜리 지음","에코리브르","2023","9788962632552","9","3"
"000001627452","총기의 세계 :FPS가 더욱 즐거워 지는 총기의 기본","하비재팬 편집부 지음","AK hobby book: 에이케이커뮤니케이션즈","2023","9791127461676","3","3"
"000001611689","최강동물왕 :수중 세계의 절대 강자는 누구인가 .[2] ,수중동물편","학연 컨텐츠 개발팀 지음","다락원","2022","9788927701637","4","3"
"000001522926","최소한의 선의","문유석 지음","문학동네","2021","9788954684200","3","3"
"000001620611","최재천의 인간과 동물","최재천 저","궁리","2007","9788958200789","4","3"
"000001622545","최초의 집","신지혜","유어마인드","2018","9791186946206","5","3"
"000001620044","최후 심판에서 행위의 역할 논쟁 :구원과 심판에 관한 네 가지 관점","로버트 N. 월킨","새물결플러스","2019","9791161290980","2","3"
"000000039542","최후의 유혹 :니코스 카잔차키스 장편소설 .하","니코스 카잔차키스 지음","열린책들","2010","9788932910314","8","3"
"000001626115","축구드리블디자인","오카베마사카즈","삼호미디어","2020","9788978496292","6","3"
"000001318276","축구를 하며 생각한 것들 :손흥민 첫 에세이","손흥민 지음","BS(브레인스토어)","2019","9791188073382","6","3"
"000001637423","축구의 제국, 프리미어리그","조슈아 로빈슨.조너선 클레그 지음, 황금진 옮김","워터베어프레스","    ","","6","3"
"000000003273","축의 시대 :종교의 탄생과 철학의 시작","카렌 암스트롱 [지음]","교양인","2011","9788991799561","2","3"
"000001626058","출근길생태학","이도원","지오북","2020","9788994242736","4","3"
"000001592637","치매에서의 자유 :암보다 두려운 병의 예방과 치유","안드레아스 모리츠 지음","에디터","2023","9788967442538","5","3"
"000001045402","치앙마이 :실속 있고 트렌디한 감성 도시 =Chiang Mai","옥미혜 지음","알에이치코리아","2017","9788925562322","9","3"
"000001219286","친절한 SQL 튜닝 :개발자를 위한 SQL 튜닝 입문서: SQLP 핵심이론 집중 공략","조시형 지음","디비안","2018","9791196395704","0","3"
"000001222814","카라마조프 형제들 .1","도스토예프스키 [지음]","동서문화사","2018","9788949716596","8","3"
"000001556123","카페 바리스타 창업, 프랜차이즈 끼지 않고 내 카페 내가 저렴하게 꾸미고 창업하기","박기혁","비티타임즈","2017","9791188050406","5","3"
"000001477142","카프카와 가족, 아버지의 집에서 낯선 자 되기","오선민 지음","북튜브","2021","9791190351447","3","3"
"000001611322","칼라하리의 절규","델리아 오언스","살림: 살림출판사","2022","9788952246585","4","3"
"000000665393","커팅 리듬, 영화 편집의 비밀","캐런 펄먼 지음","커뮤니케이션북스","2014","9791130400778","6","3"
"000001620501","컨버전스 2030","피터 디아만디스, 스티븐 코틀러","비즈니스북스","2021","9791162541944","3","3"
"000001631346","컴어웨이 [비디오녹화자료]","브렌다 채프먼 감독","유케이 미디어 [제작/판매]","2023","","6","3"
"000001629851","케노시스 :자기비움","고성준 지음","규장","2023","9791165044503","2","3"
"000001353139","코어 논리학 :논리적 추론과 증명 테크닉 =Core logic : logical inference and proof techniques","이병덕 지음","성균관대학교 출판부","2019","9791155503416","1","3"
"000001504813","크리스토퍼 놀란의 영화 :불가능한 것을 상상하다","자클린 퍼비","본북스(Buon books)","2021","9791187401339","6","3"
"000001626077","크리에이터를위한뉴스레터발행의모든것","김태헌","비전코리아","2022","9788963221922","0","3"
"000000172115","클릭! 미래 속으로","팝콘 페이스 지음","21세기북스","2000","8950904020","3","3"
"000001299473","킨츠기 수첩 :처음 배우는 그릇 수선 =Kintsugi hand book","나카무라 구니오 지음",",in(컴인)","2018","9791189510008","6","3"
"000001271092","타이베이 타이완 북부 :지우펀 | 딴수이 | 예리우 | 우라이 | 마오콩 : 2018-2019 최신판 .2 ,가서 보는 코스북 =Taipei?Northern Taiwan","이진경","길벗","2018","9791160505184","9","3"
"000001622263","타인이라는 가능성 :나의 세상을 확장하는 낯선 만남들에 대하여","윌 버킹엄 지음","어크로스: 어크로스출판그룹","2022","9791167740373","1","3"
"000001478827","타임라인으로 보는 거의 모든 것의 역사 :빅뱅에서 디지털 시대까지 DK 비주얼 백과","DK 『타임라인으로 보는 거의 모든 것의 역사』 편집위원회 지음","크래들","2020","9791188413119","9","3"
"000001513627","탄소중립 :지구와 화해하는 기술 =Carbon neutral","김용환","UNIST ; 씨아이알","2021","9791156109839","5","3"
"000001367892","탈것 백과 :자동차, 기차, 배, 비행기, 우주선까지 모든 교통수단","클라이브 기포드 글","비룡소","2019","9788949152929","5","3"
"000001295997","태어나지 않는 것이 낫다 :존재하게 되는 것의 해악","데이비드 베너타 지음","서광사","2019","9788930625647","3","3"
"000001130840","테라리움 :내 책상 위의 반려식물","플로르 팔릭스 지음","씨에스엠앤이: Style조선","2018","9788997787296","5","3"
"000001570015","테마파크에서 살아남기","포도알친구 글","Mirae N 아이세움 : 미래엔","2022","9791168410992","4","3"
"000001407485","톡 쏘는 방정식 :삶이 풀리는 수학 공부","수냐 지음","지노","2020","9791190282116","4","3"
"000001620473","퇴근 후, 식물","김미정","리얼북스","2020","9791186173893","5","3"
"000001623903","퇴근 후, 캠핑","이소원","리얼북스","2021","9791191553109","6","3"
"000000850566","트라우마여, 안녕 :생존 이후, 어떻게 살아갈 것인가","로렌스 곤잘레스 지음","책세상","2016","9791159310607","5","3"
"000001589582","특별하고 흥미로운 세계의 명절과 축제 :축제 숨은 그림 찾기","캐런 브라운 글","사파리 : 이퍼블릭","2021","9791166373770","3","3"
"000001632024","파라독스 [비디오녹화자료] =Paradox","엽위신 감독","미디어포유 [제작/판매]","2023","","6","3"
"000001637452","파리 미술관 역사로 걷다","이동섭 지음","지식서재","    ","9791196128975","6","3"
"000001301755","파리 미술관 역사로 걷다 :프랑스 혁명기의 다비드부터 자본주의 시대의 반 고흐까지","이동섭 지음","지식서재","2018","9791196128975","6","3"
"000001632365","파리의 미술관 :루브르에서 퐁피두까지 가장 아름다운 파리를 만나는 시간 =Les Mus?es ? Paris","이혜준","Clove(클로브)","2023","9791197880544","6","3"
"000001300806","파우스트","요한 볼프강 괴테 지음","누멘","2018","9791189106065","8","3"
"000001610947","파이브 저널 :1820일, 내 삶을 바꾸는 5년 노트","댄 자드라 지음","Angle Books(앵글북스)","2022","9791187512776","1","3"
"000001485481","파이썬 머신러닝 완벽 가이드 :다양한 캐글 예제와 함께 기초 알고리즘부터 최신 기법까지 배우는","권철민 지음","위키북스","2020","9791158391928","0","3"
"000001352069","파이썬 프로젝트 active 개발 가이드 :환경부터 프레임워크까지 100% 실무 기법서","최원우 지음","아이콕스(iCox)","2019","9791164260966","0","3"
"000001563954","파이썬을 활용한 베이지안 통계 :동전 던지기와 하키 승률로 배우는 데이터 분석","앨런 B. 다우니 지음","한빛미디어","2022","9791162245736","4","3"
"000000637883","파인만 씨, 농담도 잘하시네! .1","리처드 파인만 [저]","사이언스북스","2000","9788983710444","4","3"
"000001625358","파인애플 공부법","최하진","스타라잇","2023","9791198064486","3","3"
"000001516253","팔레스타인 100년 전쟁 :정착민 식민주의와 저항의 역사, 1917-2017","라시드 할리디 지음","열린책들","2021","9788932921488","9","3"
"000000019800","팔레스타인 가자 지구 비망록","조 사코 지음","씨앗을 뿌리는 사람의 즐거운 편집실","2012","9788956372440","9","3"
"000001024815","팔레스타인 비극사 :1948, 이스라엘의 탄생과 종족청소","일란 파페 지음","열린책들","2017","9788932918518","9","3"
"000000032894","팔레스타인 현대사 : 하나의 땅, 두 민족","일란 파페 지음","후마니타스","2009","9788990106810","9","3"
"000001524129","패배의 신호","프랑수아즈 사강 지음","녹색광선","2022","9791196554866","8","3"
"000001590911","팩토피아 :꼬리에 꼬리를 무는 400가지 사실들 .1 ,잡학 상식","케이트 헤일 글","시공주니어: 시공사","2022","9791169254069","4","3"
"000000089902","팻 걸 [DVD녹화자료] Fat Girl","카뜨린느 브레야 감독","씨넥서스[제작]","2004","","6","3"
"000001620623","펭귄도 사실은 롱다리다!","이지유","웃는돌고래","2017","9788997715534","4","3"
"000001590734","편견 없는 뇌 :유전적 차이를 뛰어넘는 뇌 성장의 비밀","지나 리폰 지음","다산사이언스: 다산북스","2023","9791130696331","5","3"
"000001627961","평화의 힘 :문재인 정부의 용기와 평화 프로세스에 관한 기록","최종건 지음","메디치: 메디치미디어","2023","9791157062942","3","3"
"000001637162","포르투갈 파두, 스페인 플라멩코 음악여행","송원길","밥북","2020","9791158586737","6","3"
"000001622347","포모 사피엔스 :아무것도 놓치고 싶어 하지 않는 신인류의 출현","패트릭 J. 맥기니스 지음","미래의창","2021","9791191464658","3","3"
"000001620600","포스트 메타버스","남주한, 노준용, 도영임, 박주용, 송지은, 시정곤, 안재홍, 원광연, 우운택, 윤상호, 이경면, 이동만, 이성희, 이원재, 이은수, 이정미, 이지현, 이진준, 차승현","포르체","2022","9791191393606","3","3"
"000001372761","포토샵 사전 :필요할 때 찾아 쓰는 포토샵 사용 설명서: 한글/영문 모든 버전 사용 가능","우보명 지음","제이펍","2019","9791188621798","0","3"
"000001400756","폭력의 위상학","한병철 지음","김영사","2020","9788934995487","3","3"
"000001588761","폴링 스노우 :평생을 간직한 사랑 [비디오녹화자료]","샤밈 샤리프 [감독]","D.seed(디씨드) [제공]: 미디어포유 [제작]","2022","","6","3"
"000001620104","푸틴의 사람들 :러시아를 장악한 KGB 마피아와 대통령의 조직범죄","캐서린 벨턴 지음","열린책들","2023","9788932923352","3","3"
"000001637456","프랑스 미술 산책","김광우 지음","미술문화","    ","9791192768021","6","3"
"000001624358","프랑스 시노그라퍼(1975-2015)","뤼크 부크리스 외","미술문화","2017","9791185954240","6","3"
"000001637458","프랑스 와인 수업","스기야마 아스카 지음, 강수연 옮김, 박수진 감수","한즈미디어(한스미디어)","    ","9791160076066","6","3"
"000001637457","프랑스 와인 여행","엄정선.배두환 지음","꿈의지도","    ","9791167620002","6","3"
"000001580013","프루스트그래픽 :마르셀 프루스트 사후 100주년 기념","니콜라 라고뉴 지음","민음사","2022","9788937445675","8","3"
"000001573184","프리다이빙 롱거 앤 디퍼 :당신의 프리다이빙을 향상시키기 위한 교차 트레이닝 방법","얍 벌바스 지음","메이킹북스","2022","9791167911933","6","3"
"000001637422","프리미어리그 히스토리","홍재민 지음","북콤마","    ","","6","3"
"000001486855","프셉마음 :신규 간호사를 위한 진짜 실무 팁 .[6] ,약물편","남소희","드림널스","2021","9791190939348","5","3"
"000001637164","플라멩코","최명호 저","살림출판사","2008","9788952210579","6","3"
"000001637165","플라멩코 이야기","김준형 저","선","2007","9788986509960","6","3"
"000001631921","플라워 드럼송 [비디오녹화자료]","헨리 코스터 감독","스타비젼 [제작]","2023","","6","3"
"000001625879","플레이리스트-음악듣는몸","김호경","작업실유령","2022","9791189356699","6","3"
"000001096355","플레이스@도쿄 :수준 높은 도쿄의 일상을 누려볼 수 있는 특별한 공간 96","닛케이아키텍처 지음","꿈의지도","2017","9791187496625","9","3"
"000000526437","필름메이커의 눈 : 영화적 화면 구성의 규칙 세우기","구스타보 메르카도 지음","비즈앤비즈","2011","9788992607896","6","3"
"000001621249","하나도 괜찮지 않습니다","오찬호","블랙피쉬","2018","9788968331657","3","3"
"000001620272","하루 30분 그림책 놀이","전상현","(주)학교도서관저널","2021","9788969150981","5","3"
"000001622291","하루를 48시간으로 사는 마법 :방송국 헤르미온느 이재은의 삶을 빛나게 하는 마법의 주문","이재은 지음","비즈니스북스","2021","9791162542569","1","3"
"000001295564","하루하루 교토","주아현 지음","상상출판","2019","9791189856069","9","3"
"000000162373","하류사회","미우라 아츠시 지음","씨앗을뿌리는사람","2006","8956370826","3","3"
"000001625878","하이네슈만시인의사랑","나성인","풍월당(주)","2019","9791189346058","6","3"
"000001522908","한국 심인성 쇼크 가이드북 =Korea cardiogenic shock guidebook","대한심장학회 심인성쇼크연구회 지음","대한의학: 에스앤씨퍼블리싱","2021","9791155902028","5","3"
"000001632055","한국 일러스트레이션의 현재 =Illustration scene of Korea","임훈택 번역","한림사","2023","9791196930011","6","3"
"000001559352","한국 팝의 고고학 .[2] ,1970 : 절정과 분화","신현준","을유문화사","2022","9788932474694","6","3"
"000000524631","한국 향토 목각의 기초 : 장승, 솟대 배우기","목영봉 지음","한국학술정보","2013","9788926840641","6","3"
"000001559381","한국어 어휘 교육론","이선웅","한국문화사","2022","9791166850899","7","3"
"000000787075","한국의 미학 :서양, 중국, 일본과의 다름을 논하다","최광진 지음","미술문화","2015","9791185954073","6","3"
"000000404966","한국인의 신화","김열규 지음","일조각","2005","8933704728","2","3"
"000001339019","한국지역사회복지론 :이론과 사례 =Korea community welfare : theory and case","함철호 저","학지사","2019","9788999717871","3","3"
"000001044190","한나 아렌트『인간의 조건』을 읽는 시간","나카마사 마사키 지음","아르테(arte)","2017","9788950972462","1","3"
"000001397305","한동일의 공부법 :한국인 최초 바티칸 변호사의 공부 철학","한동일 지음","EBS Books : 한국교육방송공사","2020","9788954753913","3","3"
"000001298403","한중일 힘의 대전환 :한반도가 주도하는 새로운 시장을 위한 중국과 일본 사용법","우수근 지음","위즈덤하우스","2019","9791189709693","3","3"
"000001359379","할머니의 팡도르","안나마리아 고치 글","오후의소묘","2019","9791196484132","8","3"
"000001632278","항해일지 :탐험을 위해 태어난 쾌속 범선 라 벨라 이야기","드니 게즈 지음","효형출판","2022","9788958722083","8","3"
"000001625558","해리 포터 무비 스크랩북 - 다이애건 앨리","조디 리벤슨","문학수첩","2020","9788983928139","6","3"
"000001625560","해리 포터 무비 스크랩북: 주문과 마법","조디 리벤슨","문학수첩","2019","9788983927385","6","3"
"000001625559","해리포터 무비 스크랩북 : 호그와트","조디 리븐슨","문학수첩","2020","9788983928122","6","3"
"000001625556","해리포터 무비스크랩북","조디 리벤슨","문학수첩","2022","9788983920041","6","3"
"000000645597","해볼까? 카페 :성공창업과 실속경영을 위한 100대 키워드","최재봉 [저]","서울꼬뮨","2014","9791185060033","5","3"
